ukrainian english
анджей andrzej
вдова widow
кан kang
кан kahn
надійності reliability
сов sauve
грін greene
фрази phrases
символіка symbolism
суха dry
розрахунків settlements
дуба martingale
звернув swerved
вказівки guidance
вказівки guidelines
вказівки instructions
їздив ridden
готується prepares
здобич prey
благодійний charity
руб rube
цезар caesar
номера numbered
номера number
озброєні armed
приймав employee
вінсент vincent
графи graphs
нікола nicola
підземний underground
підземний underworld
голосувати vote
екологічний ecological
екологічний mongrel
домашній home
домашній homemade
різноманіття diversity
кримінальний criminal
запиту query
будує builds
описати describe
вихідного originating
практичні practical
готовність ready
готовність readiness
залишиться stays
черепа skull
учасникам participants
вихідних weekends
християнська christian
справжня real
ледве barely
прогресу advancement
шум noise
базиліка basilica
гальмування braking
конвенція convention
атакували chased
насадження shrubs
архіпелаг archipelago
прорив breakthrough
джоан joan
джекі jackie
футів feet
буріння drill
складів syllables
пейзажі landscapes
рекорди records
дикі wild
підвіски pendants
нести carry
їжа food
їжа dumpling
пристосування customization
білгород belgorod
християнський christian
морально socially
чеська czech
показані shown
показані displayed
повертаються returning
думав thought
меценат maecenas
громадське public
гарний handsome
перевал pass
білок protein
гвинтівка rifle
юнацтва youth
злочинців criminals
вопрос questions
рідина fluid
рідина liquid
натхнення inspiration
чимось something
надійність reliability
надійність trusted
джеррі gerry
джеррі jerry
грузинська georgian
сумський sumy
знімати filming
випадкових random
прагнули hoped
командири superiors
землетрус earthquake
богу god
невідоме unknown
мартен maarten
покращити improve
робітника employee
мюллер mueller
мюллер muller
еріка erica
клієнта client
допомогли helped
чесно honestly
найближча nearest
запах scent
запах odor
запах smell
гострий sharp
деніел daniel
конфігурації preset
конфігурації presets
циклів cycles
поштових mailboxes
робін robyn
закрити close
стануть become
експерт expert
мається implied
гетто ghetto
голуб pigeon
маркус marcus
брюсселі brussels
мовний linguistic
пальці fingers
явка leech
плита plate
плита stove
присягу oath
саундтрек soundtrack
визначати define
ігорович kiva
переробити regenerate
агломерація agglomeration
цифра digit
обрати choose
знаменитого erno
сусіднього adjacent
зворотний reverse
зворотний retrograde
зоряний starship
вузькі narrow
лоуренс lawrence
глибокі deepest
дощ raining
дощ rain
балет ballet
розпізнавання authentication
джин gin
джин jean
джин gene
ліжок beds
комплексом counterparts
проникає leaks
взаємодію interactions
оману enchant
маямі miami
плакат poster
виставку exhibit
увійти login
увійти enter
залишилось remaining
знімається detracted
плату fee
взяті enclosed
моментом stumbling
ранок morning
освітні educational
презентації presentation
презентації presentations
отруєння poisoning
вайт white
вайт whyte
штурму breach
таблицю tabular
гвардія guard
овочі vegetable
овочі vegetables
неаполь naples
альє allier
стажування internship
вимагати claim
вимагати require
плацдарм bridgehead
пагорб hill
горіння combustion
танкові armoured
рейси flights
бін bean
корону crown
темна dark
певне specific
канзас kansas
ринків markets
розробили developed
артиста feat
майбутні upcoming
подорожей travels
подорожей trips
леві levy
консенсусу consensus
заповнення padding
заповнення filling
заповнення fill
допоможе helps
загрожує threatens
встановлювати establishing
русла roughness
дужках parentheses
кваліфікація qualification
лініями lines
приріст increment
нікарагуа nicaragua
відвідати visiting
митець artist
алея mall
алея alley
змінної variable
початковій elementary
космонавт astronaut
вогні beacons
вогні lights
обладнанням hardware
веслування rowing
заколот mutiny
напій drink
боках markings
сумніву doubt
далекий far
александер alexander
колегія electoral
колегія collegium
проби sampled
біхор bihor
оплати payment
джонатан jonathan
конкакаф concacaf
зруйнували ruined
безвісти mia
товар product
товар merchandise
невже really
виділив allocated
гострі sharp
сплави alloy
сплави alloys
дозвілля leisure
режисерів fortnight
видала issued
забрали took
оае uae
конкуренції competitive
повідомила warned
відповідали matched
проїзд ride
проїзд evasion
проїзд passage
рококо rococo
хотіла wanted
математична mathematical
математична maths
факто facto
живим alive
бабуся grandmother
бабуся grandma
навчальна educational
сигізмунд sigismund
кішки cats
кішки calico
катастрофа disaster
катастрофа catastrophe
різноманітність diversity
різноманітність variety
тонкий subtle
тонкий thin
компетенції jurisdiction
христина christina
христина krystyna
христина christine
крісті christie
крісті christy
бал ball
бал grading
ралі rally
темп footing
дружині wife
пережив survived
павел pawel
павел pawe
вероніки berenices
переїхали moved
бізнесмен businessman
підкорення conquest
підкорення conquer
підкорення submission
заєць hare
цвіте bloom
акцент accent
жертва sacrifice
жертва victim
ланцюга amok
створювали seeking
надруковано printed
угорці hungarians
назовні outward
назовні out
авторство copyrighted
фехтування fencing
силі strengths
сорт cultivar
складчастість orogeny
японці japanese
заслужена deserved
націоналізм nationalism
лівану lebanon
ізоляції insulation
юнайтед united
успішний successful
клітинах fetal
прокурор prosecutor
кроків steps
снаряд ammunition
снаряд projectile
ходом procurements
масиві array
вали shafts
старіння ageing
старіння aging
обговорювати discuss
подавати serve
подавати emit
кінноти equitum
ресурсу resource
рейс reyes
рейс flight
вимога obligation
вбиті slaughtered
круглий flounder
круглий round
круглий circular
оснащені adequate
знайомство meet
ніколя nicolas
типова default
типова typical
дракон dragon
звірі beasts
звірі animals
просив asked
ногу stride
ногу leg
фінська finnish
шайби pucks
уважно carefully
сек seconds
сек sec
колін colleen
колін colin
пляж beach
батальйони battalions
базова base
заплановано scheduled
заплановано planned
резонанс resonance
перешкоди obstacles
відомому confronted
яскраві bright
кімнат rooms
прохід doorway
кук cook
кук cooke
черги queue
черги queues
народами tribes
канадська canadian
інтернат orphanage
каное canoe
ньюкасл newcastle
домашня domestic
канцлер chancellor
антоніна itinerary
розмовляють speak
мусить must
рекламу ads
рекламу commercials
кароль carole
дзвони bells
ємність capacitance
готова ready
скрипка violin
складати raise
перевели transferred
ключа token
тех tech
боєць fighter
викладати teaching
пейдж paige
пейдж page
юність youth
джеффрі geoffrey
джеффрі jeffrey
втрату loss
сонячний sunny
сонячний solar
виді species
гонок races
налагодження debug
налагодження tuning
ціла integer
ціла whole
ціла entire
приїхали arrived
домогтися accomplish
стамбулі istanbul
залізна iron
денний daytime
ногами feet
почуттів sentiments
відмінностей differences
вибачте sorry
пацієнта patient
коліна knees
береза beech
береза betula
береза birch
картер carter
ніка nike
лілія lily
водоростей seaweed
гасло slogan
вантажу payload
квартет quartet
гуго hugo
гуго hugh
піраміда pyramid
скарб treasure
незначна expendable
незначна minor
грузинський iberia
щелепи jaws
щелепи jaw
дуги arcs
саймон simon
григор gregor
виходи exits
горж gorges
юстон euston
кенії kenya
ваза vasa
ваза vase
недолік resolved
кілець hoops
зазначені specified
режими modes
прихильник fan
рівномірно evenly
віруючих believers
бота botha
маркс marx
відокремлення separation
профспілки unions
терористи terrorists
архімандрит archimandrite
зуміли managed
мігель miguel
точна accurate
точна exact
стіну wall
хірург surgeon
додається appends
ударних percussion
безробіття unemployment
багаторічну longstanding
зоряні star
аліса alice
збережених saved
тримали held
вантажівки lorries
вантажівки trucks
перекладено translated
інцидент incident
брайан brian
бренд brand
продавати sell
дієслова verbs
томпсон thompson
комітетів committees
комітетів boards
дасть willing
мей mae
гарсія garcia
діяння gesta
закріплення pinning
чий whose
декларація declaration
проявив grander
людство humanity
людство mankind
конституційний constitutional
аптека pharmacy
зло evil
видатним outstanding
множення multiplication
множення multiply
сонячна solar
заклик appeal
вказаний given
вказаний specified
блокувати suppress
блокувати block
уповноважений entitled
виконавця resource
потужних burly
нямц neam
куті corner
справедливість justice
наталі nathalie
метт matt
тематичний thematic
контент content
уряди governments
крем cream
перрі parry
схильність bent
профілактики precaution
проекція projection
проекція projected
розкриває reveals
ліквідацію elimination
якісно deliver
герцеговина herzegovina
стріт straight
стріт street
переведено treated
тимчасові temporary
суворо strictly
комплект suite
комплект set
антуан antoine
женеві geneva
божество deity
президентів presidents
близькості closeness
наркотиків drugs
наркотиків cranking
агенти operatives
встановлюють erect
бокс boxing
описана documented
сині blue
сині blues
досягнуто reached
досягнуто achieved
райт wright
рятує saves
ліків drugs
ліків medicines
ліків medication
папська pontifical
папська papal
цукор sugar
кисень oxygen
самостійна independent
нацистів nazi
вознесіння rapture
вознесіння ascension
смугу runway
купер cooper
сировина precursor
автоматів machines
обговорити discuss
плям spots
кабо cabo
сік juice
почалось started
почалось began
почалось begun
бухта harbor
бухта cove
заблокувати ban
заблокувати lock
заблокувати block
легкого lightweight
бутану bhutan
європейців europeans
дональд deke
підвищеної hardened
прийшло came
тереза therese
тереза theresa
добрив fertilizer
емі amy
самогубство suicide
отримає pose
максиміліан maximilian
вигадані contrived
розвиває develops
союзниками cousins
сфер spheres
кантон canton
експрес express
змови scheming
остаточний final
остаточний ending
скеля rock
продовжуючи continuing
результативність effectiveness
небезпечні dangerous
небезпечні unsafe
готовності operational
провадження peculiarities
складну ongoing
гальма brakes
напруження glow
розгортається expands
лінійний linear
дикий wild
консульство consulate
ірландський irish
ринки markets
оксид oxide
вороги enemies
вологість humidity
вечірній evening
аграрний agricultural
капела capella
капела cappella
рису rice
шанувальників admirers
шанувальників fan
ліван lebanon
критичні critical
посиланнями links
підкарпатське subcarpathian
ускладнення complications
конкурси contests
рівнина plain
осередком lair
іспанці spaniards
боксер boxer
позбавлені stripped
молочно rosy
постійну ongoing
булка boule
причинами causes
скоріш rather
кімнату room
відвідали visited
відвідали attended
абетка orthography
абетка alphabet
племінник nephew
піку spike
полегшення relieved
лукас lucas
печатка seal
роза rose
роза rosa
тверді cemented
сплати payments
сплати payment
домен domain
запропонувати suggest
запропонувати propose
ліки medicine
ліки medicines
чинного valid
умані kibbutz
експертизи examination
санкції sanctions
республіканська republican
суверенітет sovereignty
марку stamp
давньогрецький phrygian
умова condition
торговельних trademark
подорожував traveled
теодора theodora
вибраний chosen
вибраний selected
литовська lithuanian
столу assessing
зустрілися faced
зустрілися met
кишинів chisinau
океанії oceania
додані added
ходив went
ходив roamed
опалення heating
полоні captive
відносна relative
відносна fainter
винайшов invented
глибока deep
мощі relic
настрої moods
луїджі luigi
хочеться notion
хочеться gallows
судження distinction
судження proposition
судження statements
чергування standby
їхати gallop
компонента component
увечері tonight
покрита covered
милосердя mercy
приєднується joined
приєднується joins
уламки debris
рішуче determined
мелодії tune
корінні indigenous
технік technician
пас paz
квантова quantum
джефф jeff
відправлено transmitter
сесія session
пострілу firing
доказ proof
продовжила continued
рідні kin
сценарії script
град hail
сину son
голі naked
голі gol
обладнаний equipped
яном ian
люсі lucy
хорхе jorge
документація documentation
заходить sets
твердим paved
крит crete
кишки guts
масло butter
гриб mushroom
авіаційна aircraft
квадрат square
квадрат squared
думкою wink
кеш cache
костюм costume
костюм suit
старожитностей antiquities
дженніфер jennifer
юта utah
щільності density
лісабон lisbon
меншим smaller
плавлення melting
плавлення melt
чорноморський shad
графічні graphical
графічні graphic
графічні graphics
перехрестя crosses
перехрестя crosshairs
перехрестя crossroads
земноводні amphibian
руські russians
огляди reviews
торгова trading
змінена customized
нуль zero
поводження handling
реалізується aims
міхал michal
міхал micha
коротке short
тури tours
доручення assignments
доручення errands
вей wei
вей wey
зауважити noted
залоз neoplasm
кращі better
кращі mannered
кращі prettier
простори spaces
виготовлена manufactured
процедур treatments
затвор shutter
віче veche
жозе jos
філіпп philippe
філіпп philipp
влаштовує acceptable
мрії dreams
обробку processing
обличчям face
обстріл bombardment
обстріл shelled
харчові dietary
харчові nutritional
рум blush
мітинг rally
вірша poem
загострення thinning
зміщення offset
масивів arrays
вулканів volcanoes
скоротити trim
скоротити abbreviated
скоротити shorten
дзюдо judo
свідоцтво insanity
сонячні solar
рай heaven
рай paradise
таїланд thailand
командний cmd
командний command
язи muscles
нащадок heir
нащадок child
печатки seal
вибрав chose
гері gary
айдахо idaho
радше manure
доводить ensures
доводить proves
шкала scale
терор terror
коронації coronation
найменше smallest
найменше least
телефони phones
стрільці archers
стрільці shooters
повені floods
ребра ribs
ребра rib
ребра edge
кави coffees
артерії embolism
мури walls
лестер leicester
притулку refuge
впала fell
впала fallen
змінюють adversely
натовп crowd
ядерна nuclear
діаграма chart
трансляції broadcasts
трансляції podcast
страху fear
трубки tubes
ядерні nuclear
волинське volhynian
кажу saying
кажу say
каналом pipe
каналом channel
майні bahn
ведуться laid
зосереджена concentrated
родовід genealogy
молодші minor
пограбування robbing
пограбування robbery
перетворює converts
перетворює transforms
світи worlds
вершиною vertex
підтвердили confirmed
міцно tight
помітити notice
поворот rotation
додаткове advanced
благословення blessing
благословення blessings
чехи czechs
сітки grid
яскравий eloquent
яскравий vivid
ральф ralph
долинах veldt
відправити send
квадратний square
крайньому lett
експерти experts
опіки burns
опіки supervision
розлади disorders
цілісність integrity
пропустив missed
карток cards
шкірі creeps
набоїв cartridges
фракція faction
долар dollar
борг loan
борг debt
схвалення approval
іноземний foreign
фбр fbi
бронювання reservation
бронювання booking
кастро castro
залишаючи leaving
чайковський tchaikovsky
кредит credit
кредит loan
небезпека peril
небезпека hazard
небезпека danger
резерв float
резерв reserve
розбили broke
львович averbakh
регбі rugby
лисиця fox
колоністів colonists
роуз rose
ліон lyon
запропонувала conceived
лікарська officinalis
базовий base
базовий basic
боролися battled
боролися fought
вузький condensed
вузький narrow
степових demoiselle
закрили imprison
цитати quote
цитати quotes
цитати quotations
радість joy
калібр caliber
кримінальне criminal
кримінальне pulp
вбивці killers
вбивці murderers
вбивці assassins
відкриваються opens
закладі dares
попереднє prev
попереднє preliminary
попереднє previous
втекли escaped
втекли fled
шпиталь hospital
читається readable
батарея battery
сподіваюсь hopefully
чаю tea
виклав hauled
закінчити finish
закінчити end
одружена married
виросла grew
понеділок monday
труба pipe
труба tube
труба trumpet
шин sheen
шин mastering
теніс tennis
грей grey
щоденно daily
миші mice
миші mouse
піддаються seduced
підписати sign
порівняти compare
іспити exams
жертвами victims
подруга girlfriend
подруга friend
календарі calendars
кунео cuneo
молитва prayer
пости helicopters
пости boiled
кропивницький mark
спокій calm
спокій vigilance
ширше wider
хворим sick
гарматами cannons
необхідного essential
уаз oise
крамниці shops
єврей jew
астероїди rocks
костюми costumes
костюми suits
прогноз forecast
нормальних respectable
засновники founders
засновники founding
гарні good
чагарники shrublands
фігуру piece
керували ruled
наближається approaches
наближається approaching
наближається coming
зустріли met
ліза lisa
ліза lise
точне exact
чутливість sensitivity
румунська romanian
вбивця killer
вбивця murderer
помітили noticed
скрипаль violinist
штефан tefan
штефан stefan
штефан stephan
представляти represent
спробували tried
подробиці details
подробиці detail
набрали scored
реєстрація register
реєстрація enrollment
реєстрація registration
листівки postcards
взаємини relationships
гаврилович chernyshevsky
сходить rises
вижити survive
аверон aveyron
голосом voice
екваторіальної equatorial
перекриття overhang
перекриття covering
кор cor
представила introduced
аргентинський dogo
поставила risked
поставила rested
громадянам citizens
теології theology
зловживання abuse
шаблоном stencil
вольф wolff
кратери craters
цру cia
цру cla
філіппіни philippines
підвид subspecies
сказала said
банди gangs
банди gang
опори struts
чув heard
вернер werner
обурення indignation
обурення resentment
ховається lurking
ховається hiding
пляжі beaches
баха baja
урожай harvest
генуя genoa
тренерів trainers
хуана juana
викидів emissions
сховище storage
сховище repository
досягло pierced
купа heap
купа bunch
хворий ill
хворий sick
ацтеків aztec
докладно detail
комета comet
михаїл michael
кота oat
запрошені invited
близькість intimacy
лінійно lineal
духовенство clergy
камері brig
відступили retreated
стрільба shooting
джакомо giacomo
дружні amicable
лінійна linear
відповісти respond
відповісти reply
відповісти followup
далекі faraway
чудес wonderland
місячний monthly
місячний lunar
філ phil
чиста pure
етика ethics
втеча getaway
втеча escape
вагітність pregnancy
літрів liters
рожевий pink
закріплено anchored
диво surprisingly
диво miracle
ягоди strawberries
ягоди plums
кращий best
сподіваючись hoping
церквах churches
вашингтона washington
виграє wins
метью mathew
метью matthew
співати singing
розширена ipa
розширена extended
перепрошую sorry
обрядів rites
людський human
хмар clouds
псевдоніми nicks
псевдоніми nicknames
псевдоніми aliases
доходить filming
арка arch
купує buys
коронація coronation
границі limits
македонський macedonian
знайомі familiar
знайомі acquaintance
знайомі acquaintances
підручника handbook
ставився treated
класицизм classicism
службовця serviceman
показала showed
кішка cat
халіфат caliphate
усунути troubleshoot
усунути eliminate
страждання suffering
страждання distress
оточують surrounded
практичний practical
краса beauty
інструкцій assembler
уявити imagine
гончар potter
ліквідація liquidation
деревина wood
реалізовано implemented
коаліція coalition
дискусія discussion
дискусія discusses
співпрацювати cooperate
забрав took
стрічок tapes
приєдналася joined
рівний equals
коса spit
розмова conversation
розмова talk
риса trait
конкурентів competitors
конкурентів competitor
істота creature
різноманітними fanciful
перехідний transient
перехідний transitional
поштовх nudge
ера age
єгипетський egyptian
вічний perpetual
вічний eternal
нитки thread
кинув dumps
кинув ditched
кинув threw
американською nsa
гранати garnet
активи assets
розкрити expand
службовець clerk
визнають crush
визнають recognizes
шанси chances
місячного monthly
челентано celentano
мечем sword
мечем swordsman
підкріплення reinforcements
ходить goes
ходить walks
кліматичних climatic
звести flatten
автоматичний auto
автоматичний automatic
пластини plating
вертоліт helicopter
розсіювання scattering
розсіювання scatter
страва dish
повернуто returned
духом hearted
язав lashed
язав bandages
кемпбелл campbell
льодовик glacier
відбиття reflection
відбиття reflections
тор thor
спектакль spectacle
тактика tactics
тактика tactic
дубль double
миша mouse
перетин intersection
перетин intersect
перетин crossover
гола ghola
аравія arabia
софі sophie
кат executioner
кат hangman
звертався requested
колія axle
різною varies
активіст activist
вапняку limestone
обирає selects
обирає chooses
стрій tuning
звільнив fired
німець german
німець kraut
вин wines
кукурудзи corn
єгор egor
єгор yegor
мерфі murphy
їхав rode
блюз blues
тимчасове temporary
тимчасове volatile
остаточне eventual
єктивно objectively
включити include
роздуми thinking
роздуми musings
аляска alaska
випуски releases
зоопарк zoo
цариці queen
рани wounds
дзьоб beak
відступ indent
відступ indentation
відступ offset
святе holy
святе sacred
механізованої mechanized
розуміючи understanding
зупинився stopped
газові gaseous
каталоги catalogues
каталоги directories
каталоги catalogs
ален alain
знамениті famous
знамениті famed
розвідник scout
декор decor
десятка ten
випустити loose
приземлення techs
видачі issuing
впевнено confident
саксен saxe
ліхтенштейн liechtenstein
ліхтенштейн lichtenstein
змусило crawling
дністровський dniester
консультантом consultant
консультантом consultants
прикрас jewellery
лоран laurent
приблизна estimated
вбрання outfit
господа lord
товариша teammate
джорджо giorgio
коментарів comments
очко wren
ефективний effective
жаба toad
жаба frog
підготовлено prepared
інтервал spacing
обмежує restricts
томаш tom
написане awaits
зайнято busy
зайнято occupied
юридично legally
деколи sometimes
спортивне bodybuilding
експериментальний experimental
точний distinct
точний precise
точний exact
симфонічний symphony
симфонічний symphonic
фізіологія physiology
континенті continent
хороші good
фокс fox
дощу avaliable
сертифікат certificate
неділі sundays
озброєний armed
нащо why
кодів codes
вази vasa
розглянемо consider
варвари barbarians
складною complicated
нормальної reaching
видаються seem
оголошує announces
тайвань taiwan
кольорові colored
кольорові coloured
зайнята busy
цікавить interested
лінкольн lincoln
знімає clears
знімає relieves
підняли raised
позбавити deprive
позбавити rid
відрізнити distinguish
страждає suffers
імпульсу momentum
зібралися gathered
грошова monetary
партизанів guerilla
важке traumatic
метр meter
миттєво instantly
дозволяється approves
хмара cloud
айова iowa
зберегла kept
зберегла preserved
тлумачний explanatory
парами doubles
розмовляє talks
розмовляє speaks
оцінок scoring
оцінок ratings
вимирання extinction
завантажити load
федоров fyodorov
фракцій factions
вечори evenings
словників dictionaries
уривок snippet
уривок excerpt
спасіння salvation
альп alpes
лиха distress
хоровий choral
терміново urgent
обсє osce
казино casinos
казино casino
прибутки incomes
прибутки income
прибутки profits
хворі sick
базові basic
схилу slope
вивезли driven
пустеля desert
коннектикут connecticut
саудівська wahhabi
настрій mood
мить moment
вестфалія westphalia
степах grasslands
правопорушення blackmailing
гостра circulatory
гостра acute
водорості algae
досвідчений experienced
кадр frame
кадр stimuli
цінами bargains
джулія giulia
джулія julia
вплинути affect
упорядкування arranging
каганат khaganate
просвіти enlightenment
поранені wounded
найменш least
викладені placed
мол maul
реагує reacting
реагує responds
догори upwards
духів spirits
відмінні different
євангелія ada
дарія darya
приймається sustained
приймається adopted
здобуває gets
забороняє denies
забороняє prevents
забороняє forbids
відкриттів discoveries
мавзолей mausoleum
гватемали guatemala
твердий solid
івлін yvelines
картку card
чути hear
ком comps
польові campestre
одинадцять eleven
психолог psychologist
болгар bulgarians
іспит examination
хорватська croatian
терапія therapy
схильні tend
конфедерація confederation
перемовини negotiation
поверхи floors
плечі shoulders
звільнені freed
випускають rejected
вирази expressions
розширений extended
розширений advanced
господь lord
смертності mortality
сумнівна dubia
трамвая rail
дискографія discography
протиріччя contradiction
оце thats
утримують guides
міни mined
міни mines
поліцейські cops
бажана preferred
євробаченні eurovision
кава coffee
алегорія allegory
механічна mechanical
хижаків predators
сонячне solar
задачу task
фараон pharaoh
повідомити report
повідомити notify
вир whirlpool
колекціонерів collectors
відчуження exclusion
підтверджена confirmed
моцарта mozart
біч beach
добуток product
сокіл falcon
робітник workman
робітник worker
восьмий eighth
компонування layouts
компонування layout
дика wilderness
виправляти fixing
климент clement
консультації consultation
метану clathrate
гарантії guarantees
гарантії guarantee
залишок supernova
залишок remainder
рабство slavery
немов rusty
купівлі coupon
таємний secret
талановитий talented
сутності entities
сутності entity
кельн cologne
святилище sanctuary
швидкостей rates
дружбу friendship
шерсть hair
шерсть wool
хіросіма hiroshima
тюрми prison
перетворили turned
автомобілем automobiles
автомобілем car
літаком airplane
канталь cantal
некрополь necropolis
дез des
функціональні functional
поверхів floors
орієнтація orientation
зовнішнє mains
зовнішнє outer
зовнішнє external
грем graeme
грем graham
абревіатура abbreviation
абревіатура acronym
здійсненні conduct
адвокатів lawyers
лапи paws
відходи waste
захищені secured
перекладати translate
знищила slayed
енріке henrique
крез creuse
цирк circus
обіцяв promised
секретаріат secretariat
підсумків totals
переселенці displaced
четвер thursday
копальні claim
копальні mines
преподобний reverend
горою doom
вимірюється measured
рено renaud
знімки snapshots
ушкодження injury
готувати cook
охоронець bodyguard
володіти possess
комендант commandant
бове beauvais
творця maker
юріївна sharapova
пікассо picasso
декоративна decorative
басейни pools
чудова nicely
чудова excellent
чжоу zhou
скасовані undone
квиток ticket
тютюн tobacco
заохочення promotions
заохочення promotion
недоліком drawback
недоліком disadvantage
набрала scored
читач follower
читач reader
пікселів pixels
пікселів pixel
пес hound
пес dog
пес canis
автограф autograph
скандинавії scandinavia
руді rudy
руді redheads
принести bring
стріли volley
стріли arrows
зростати increasing
зростати grows
зареєстровані registered
корисним rewarding
тура rook
розглянути considering
шрифтом typeface
вижив survived
версіями revisions
адаптація treadmill
найманців mercenaries
парафій parishes
пап pape
пап popes
даючи giving
електрон electron
зникають disappearing
зникають disappear
частоту frequency
фараонів pharaohs
клин wedge
жермен germaine
жермен germain
павук spider
лез les
сиріт orphans
бджіл bees
маккартні mccartney
австралійська australian
француз frenchman
лімузен limousin
мапи maps
приголосні consonants
берегова coastal
зрошення irrigation
дружин wives
населяють inhabit
керуючий bankruptcy
болгарська bulgarian
комерційні commerce
комерційні commercial
повагу disrespected
звичайне normal
цзінь jin
чудові awesome
монах monk
гладкий smooth
тікає escaping
ремесел paristech
смертельно deadly
дроблення splits
дроблення split
зальцбург salzburg
поділити divide
найближчий nearest
найближчий creditors
найближчий closest
боєприпаси ammunition
боєприпаси ammo
боєприпаси munitions
правник jurist
згорів incinerate
журналістика journalism
сховища repositories
звинуватив accused
фенікс phoenix
гани ghana
вейн wayne
річну annual
дивиться looking
дивиться watching
католицтво catholicism
далеких distant
бісау bissau
помешкання residency
тридцяти twenties
веселий hilarious
вивчив learned
клара clare
клара clara
варта worth
заперечує pleads
трибуна rostrum
позначено tagged
позначено checked
позначено ticked
дефіцит scarcity
зрозуміли understood
належність ownership
виноград grapes
знайомих acquaintances
зайнятий busy
упередження bias
упередження prejudice
ренді randy
віддано allocated
графіку graphic
графіку graphics
еріх erich
пакетів packets
сиру cheese
вертольотів choppers
підійшов wandered
висловився blunt
змінений edited
змінений changed
змінений modified
земній earthly
екскурсії excursions
екскурсії sightseeing
розсуд discretion
перестали reversal
супроводу escort
збитий downed
вер vers
вер vert
листяних deciduous
закінчено finished
закінчено over
гравюри printmaking
посвідчення certifications
посвідчення ids
посвідчення certification
сотню hundred
жиру fat
неділя sunday
еквадор ecuador
могил encounters
китайською chinese
бракує lack
руссо rousseau
парох parson
чиновники officials
ооо ohh
організувала arranged
розділив divided
розуміється granted
стеля ceiling
сильніше stronger
відтворити play
відтворити render
відтворити replay
екологічно environmentally
зсув shift
зсув shear
зсув offset
незрозуміло unclear
мозаїка tiled
мозаїка mosaic
шейх shaykh
комплексні coordination
лисиці foxes
заявляє claims
рівна flat
мойсей moses
стовп pillar
стовп col
звинуватили accused
кнопки buttons
знать nobility
забирає withdraws
поточні current
мешканець inhabitant
світлини photos
бейкер baker
психологічний psychological
радгосп sovkhoz
примирення reconciliation
вовки wolves
чисельні numerical
діаграми charts
діаграми chart
патології pathology
туманність nebula
насос pump
дум doom
ілліча ilyich
розрахована valued
здоровий healthy
активною brisk
ділення division
ділення divide
ділення dividing
консолі console
напругою oscillator
вбивств murders
допомогла helped
остін austen
остін austin
посилається referencing
набережна quai
набережна embankment
патентів indicators
шматки chunks
середа wednesday
стійка rack
стійка stance
спеціалісти macaques
зрозуміла understood
зрозуміла realized
зрозуміла understand
приплив tide
клінічних clinical
пристроями devices
видавців publishers
хіміко himiko
тканина cloth
тканина tissue
тканина fabric
вірно faithfully
нацисти nazis
джессі jessie
джессі jesse
перець pepper
захищена protected
жорсткі harsh
клавдій claudius
радіостанція talkie
згори top
автоматичні auto
автоматичні unattended
автоматичні automatic
локальні local
каньйон canyon
запрошує invited
запрошує invites
адрес addresses
адрес locations
ого wow
